Trait1	Trait2	pval	BH	rho	order1	order2	order_var1	order_var2	BH.NA
B16	A12	0.90181194	0.938604615	0.002181451	16	98	x016_B16	x098_A12	NA
B16	A13	0.11185802	0.20256069	0.02810671	16	85	x016_B16	x085_A13	NA
B16	A14	0.831954266	0.894791142	-0.003751994	16	95	x016_B16	x095_A14	NA
B16	A15	0.283532038	0.428210098	0.018960603	16	81	x016_B16	x081_A15	NA
B16	A16	0.724904384	0.823536438	0.006222379	16	94	x016_B16	x094_A16	NA
B16	A17	0.543404244	0.683024413	0.010744454	16	79	x016_B16	x079_A17	NA
B16	A18	0.79280272	0.869371192	0.004644508	16	99	x016_B16	x099_A18	NA
B16	A19	0.910871066	0.943610168	-0.001979298	16	82	x016_B16	x082_A19	NA
B16	A2	0.512785376	0.65602824	0.011572479	16	100	x016_B16	x100_A2	NA
B16	A20	0.208864242	0.337800017	0.022217898	16	96	x016_B16	x096_A20	NA
B16	A3	0.043605721	0.089679691	0.035668094	16	69	x016_B16	x069_A3	NA
B16	A4	0.342776154	0.494796876	-0.016773455	16	92	x016_B16	x092_A4	NA
B16	A5	0.25177498	0.389922761	-0.020262141	16	101	x016_B16	x101_A5	NA
B16	A6	0.005142142	0.012592786	-0.049443312	16	97	x016_B16	x097_A6	0.012592786
B16	A7	0.840594986	0.900645436	0.003556376	16	84	x016_B16	x084_A7	NA
B16	A8	0.612680632	0.735192232	-0.008951252	16	93	x016_B16	x093_A8	NA
B16	A9	0.845002668	0.903798571	-0.003456759	16	83	x016_B16	x083_A9	NA
B16	B1	0.067732238	0.132179287	-0.032292433	16	26	x016_B16	x026_B1	NA
B16	B10	0	0	0.406095028	16	2	x016_B16	x002_B10	0
B16	B11	0	0	-0.282097071	16	6	x016_B16	x006_B11	0
B16	B12	0	0	0.388327867	16	14	x016_B16	x014_B12	0
B16	B13	0	0	-0.354944617	16	9	x016_B16	x009_B13	0
B16	B14	0	0	0.376561552	16	4	x016_B16	x004_B14	0
B16	B15	0	0	-0.214222103	16	15	x016_B16	x015_B15	0
B16	B16	NA	NA	1	16	16	x016_B16	x016_B16	NA
B16	B17	0	0	-0.194466144	16	7	x016_B16	x007_B17	0
B16	B18	0	0	0.397864342	16	17	x016_B16	x017_B18	0
B16	B19	0	0	-0.361360013	16	10	x016_B16	x010_B19	0
B16	B2	1.22E-05	3.85E-05	0.077235244	16	25	x016_B16	x025_B2	0.0000385
B16	B20	0	0	0.366727859	16	8	x016_B16	x008_B20	0
B16	B3	0.748404658	0.840625265	0.005671284	16	23	x016_B16	x023_B3	NA
B16	B4	0	0	0.161723897	16	1	x016_B16	x001_B4	0
B16	B5	0	0	-0.147760585	16	5	x016_B16	x005_B5	0
B16	B6	0	0	0.190806672	16	13	x016_B16	x013_B6	0
B16	B7	0	0	-0.226380453	16	11	x016_B16	x011_B7	0
B16	B8	0	0	0.24818781	16	3	x016_B16	x003_B8	0
B16	B9	0	0	-0.217487231	16	12	x016_B16	x012_B9	0
B16	C1	2.03E-08	7.57E-08	-0.098940343	16	21	x016_B16	x021_C1	7.57E-08
B16	C10	0.000635681	0.001750531	0.060344528	16	30	x016_B16	x030_C10	0.001750531
B16	C11	1.84E-09	7.25E-09	-0.105990037	16	35	x016_B16	x035_C11	7.25E-09
B16	C12	0.019588062	0.043784651	0.041254371	16	29	x016_B16	x029_C12	0.043784651
B16	C13	0	0	-0.157409817	16	33	x016_B16	x033_C13	0
B16	C14	0	0	0.186905786	16	31	x016_B16	x031_C14	0
B16	C15	0	0	0.156291768	16	40	x016_B16	x040_C15	0
B16	C16	0.540340247	0.680962746	0.010826232	16	37	x016_B16	x037_C16	NA
B16	C17	0	0	-0.167297408	16	39	x016_B16	x039_C17	0
B16	C18	1.23E-07	4.39E-07	-0.093319312	16	36	x016_B16	x036_C18	0.000000439
B16	C19	0.002429075	0.006217892	-0.053573456	16	41	x016_B16	x041_C19	0.006217892
B16	C2	3.53E-14	1.71E-13	0.133378088	16	19	x016_B16	x019_C2	1.71E-13
B16	C20	0.005595609	0.013642	-0.04895955	16	38	x016_B16	x038_C20	0.013642
B16	C3	0.310859666	0.460262706	-0.017917663	16	22	x016_B16	x022_C3	NA
B16	C4	0.839157288	0.899472187	-0.003588893	16	20	x016_B16	x020_C4	NA
B16	C5	0.097471364	0.180686713	-0.029296685	16	24	x016_B16	x024_C5	NA
B16	C6	1.12E-07	4.02E-07	0.093603186	16	18	x016_B16	x018_C6	0.000000402
B16	C7	0	0	-0.205825746	16	34	x016_B16	x034_C7	0
B16	C8	1.92E-10	7.91E-10	0.112234585	16	28	x016_B16	x028_C8	7.91E-10
B16	C9	0.007539631	0.018072807	0.047219794	16	32	x016_B16	x032_C9	0.018072807
B16	D1	0.006488207	0.015684193	-0.048102584	16	51	x016_B16	x051_D1	0.015684193
B16	D10	0.514406992	0.657647552	-0.011528	16	77	x016_B16	x077_D10	NA
B16	D11	0.395048177	0.548220793	-0.0150375	16	88	x016_B16	x088_D11	NA
B16	D12	0.852809348	0.908098053	0.003280588	16	76	x016_B16	x076_D12	NA
B16	D13	0.81959777	0.885792073	-0.00403254	16	90	x016_B16	x090_D13	NA
B16	D14	0.36662604	0.518386	-0.015962325	16	78	x016_B16	x078_D14	NA
B16	D15	0.468992747	0.614828673	-0.012803211	16	105	x016_B16	x105_D15	NA
B16	D16	0.729481162	0.826230789	-0.006114593	16	109	x016_B16	x109_D16	NA
B16	D17	0.261967679	0.402325547	0.019832669	16	106	x016_B16	x106_D17	NA
B16	D18	0.567237101	0.702215276	0.010115954	16	108	x016_B16	x108_D18	NA
B16	D19	0.654131325	0.769528511	-0.007921864	16	107	x016_B16	x107_D19	NA
B16	D2	0.593304639	0.722498743	-0.009442821	16	70	x016_B16	x070_D2	NA
B16	D20	0.566537766	0.701589322	-0.010134212	16	110	x016_B16	x110_D20	NA
B16	D3	0.010567641	0.024641388	0.045183651	16	50	x016_B16	x050_D3	0.024641388
B16	D4	0.285864573	0.430808978	0.018869016	16	102	x016_B16	x102_D4	NA
B16	D5	0.392805066	0.545613153	-0.01510898	16	103	x016_B16	x103_D5	NA
B16	D6	0.037309027	0.078096235	-0.036807537	16	67	x016_B16	x067_D6	NA
B16	D7	0.228868595	0.363172903	-0.021273738	16	104	x016_B16	x104_D7	NA
B16	D8	0.016667762	0.037706881	0.042310525	16	75	x016_B16	x075_D8	0.037706881
B16	D9	0.790465802	0.86839701	0.004698134	16	89	x016_B16	x089_D9	NA
B16	x1	0.064593285	0.126879667	0.032668378	16	59	x016_B16	x059_x1	NA
B16	x10	0.689490167	0.798244135	0.007064628	16	65	x016_B16	x065_x10	NA
B16	x11	0.005223519	0.012781632	0.049353734	16	27	x016_B16	x027_x11	0.012781632
B16	x12	0.37353434	0.525789709	-0.015733587	16	66	x016_B16	x066_x12	NA
B16	x13	0.014629204	0.03343579	-0.043148816	16	49	x016_B16	x049_x13	0.03343579
B16	x14	0.890242141	0.931023477	-0.002440048	16	73	x016_B16	x073_x14	NA
B16	x15	0.579032828	0.710604259	0.009809599	16	74	x016_B16	x074_x15	NA
B16	x2	0.014930539	0.034077989	0.043018665	16	60	x016_B16	x060_x2	0.034077989
B16	x3	0.343357966	0.495082166	0.016753249	16	61	x016_B16	x061_x3	NA
B16	x4	0.968481975	0.980751594	-0.000698648	16	62	x016_B16	x062_x4	NA
B16	x5	0.244988728	0.382086966	-0.020554841	16	57	x016_B16	x057_x5	NA
B16	x6	0.397024045	0.550198601	-0.014974739	16	58	x016_B16	x058_x6	NA
B16	x7	0.661894348	0.775313914	-0.007732128	16	71	x016_B16	x071_x7	NA
B16	x8	0.746342843	0.838843811	-0.005719407	16	72	x016_B16	x072_x8	NA
B16	x9	0.049673116	0.100435188	0.034694854	16	48	x016_B16	x048_x9	NA
B16	y1	0.013534443	0.031099651	0.043642454	16	44	x016_B16	x044_y1	0.031099651
B16	y10	0.447211513	0.594626066	-0.013438846	16	63	x016_B16	x063_y10	NA
B16	y11	0.091504439	0.171427848	-0.02983168	16	52	x016_B16	x052_y11	NA
B16	y12	0.541767814	0.681787594	-0.010788102	16	64	x016_B16	x064_y12	NA
B16	y13	0.882115865	0.925732231	0.002621988	16	87	x016_B16	x087_y13	NA
B16	y14	0.313177069	0.463121986	-0.017832071	16	55	x016_B16	x055_y14	NA
B16	y15	0.484565917	0.629054281	-0.012358723	16	56	x016_B16	x056_y15	NA
B16	y2	0.011134765	0.025923462	0.044861641	16	45	x016_B16	x045_y2	0.025923462
B16	y3	0.759979315	0.848747391	0.005401895	16	46	x016_B16	x046_y3	NA
B16	y4	0.324974158	0.475175629	0.017402671	16	47	x016_B16	x047_y4	NA
B16	y5	0.003818265	0.009506022	0.051116481	16	42	x016_B16	x042_y5	0.009506022
B16	y6	0.00483039	0.011877845	0.049798775	16	43	x016_B16	x043_y6	0.011877845
B16	y7	0.963953658	0.978148642	0.00079909	16	53	x016_B16	x053_y7	NA
B16	y8	0.910714591	0.943610168	0.001982788	16	54	x016_B16	x054_y8	NA
B16	y9	0.65851378	0.772712882	0.007814642	16	86	x016_B16	x086_y9	NA
B18	A1	0.455872901	0.603536328	0.013184046	17	68	x017_B18	x068_A1	NA
B18	A10	0.00306786	0.007734154	-0.052317441	17	91	x017_B18	x091_A10	0.007734154
B18	A11	0.672681635	0.78442451	-0.00746994	17	80	x017_B18	x080_A11	NA
B18	A12	0.48186162	0.627106868	-0.012435343	17	98	x017_B18	x098_A12	NA
B18	A13	0.036101209	0.07601923	0.037044574	17	85	x017_B18	x085_A13	NA
B18	A14	0.835492287	0.897147817	-0.003671842	17	95	x017_B18	x095_A14	NA
B18	A15	0.54345729	0.683024413	0.010743041	17	81	x017_B18	x081_A15	NA
B18	A16	0.917192739	0.946723566	-0.001838386	17	94	x017_B18	x094_A16	NA
B18	A17	0.422993042	0.573460716	0.014166656	17	79	x017_B18	x079_A17	NA
B18	A18	0.719518167	0.819770239	0.006349525	17	99	x017_B18	x099_A18	NA
B18	A19	0.470757488	0.616333509	-0.012752439	17	82	x017_B18	x082_A19	NA
B18	A2	0.371781353	0.524060478	-0.015791379	17	100	x017_B18	x100_A2	NA
B18	A20	0.566158628	0.701409583	-0.010144114	17	96	x017_B18	x096_A20	NA
B18	A3	0.928803781	0.954763146	-0.001579869	17	69	x017_B18	x069_A3	NA
B18	A4	0.038967868	0.081313041	-0.036492407	17	92	x017_B18	x092_A4	NA
B18	A5	0.874972634	0.920740905	0.002782147	17	101	x017_B18	x101_A5	NA
B18	A6	0.927364693	0.953610863	0.00161189	17	97	x017_B18	x097_A6	NA
B18	A7	0.057126285	0.113664812	0.033627369	17	84	x017_B18	x084_A7	NA
B18	A8	0.623295712	0.743613491	-0.008684875	17	93	x017_B18	x093_A8	NA
B18	A9	0.718195529	0.818863103	0.006380797	17	83	x017_B18	x083_A9	NA
B18	B1	0.069149751	0.134289846	-0.032127343	17	26	x017_B18	x026_B1	NA
B18	B10	0	0	0.224399447	17	2	x017_B18	x002_B10	0
B18	B11	0	0	-0.251518965	17	6	x017_B18	x006_B11	0
B18	B12	0	0	0.396551669	17	14	x017_B18	x014_B12	0
B18	B13	0	0	-0.157079369	17	9	x017_B18	x009_B13	0
B18	B14	0	0	0.362034857	17	4	x017_B18	x004_B14	0
B18	B15	0	0	-0.392403543	17	15	x017_B18	x015_B15	0
B18	B16	0	0	0.397864342	17	16	x017_B18	x016_B16	0
B18	B17	0	0	-0.160917625	17	7	x017_B18	x007_B17	0
B18	B18	NA	NA	1	17	17	x017_B18	x017_B18	NA
B18	B19	0	0	-0.164179251	17	10	x017_B18	x010_B19	0
B18	B2	0.140178754	0.243727271	0.026078463	17	25	x017_B18	x025_B2	NA
B18	B20	0	0	0.317226499	17	8	x017_B18	x008_B20	0
B18	B3	0.078362498	0.149851093	-0.031117182	17	23	x017_B18	x023_B3	NA
B18	B4	1.09E-07	3.91E-07	0.093696259	17	1	x017_B18	x001_B4	0.000000391
B18	B5	1.22E-05	3.85E-05	-0.077238806	17	5	x017_B18	x005_B5	0.0000385
B18	B6	0	0	0.248973295	17	13	x017_B18	x013_B6	0
B18	B7	9.83E-12	4.26E-11	-0.119960018	17	11	x017_B18	x011_B7	4.26E-11
B18	B8	0	0	0.241223842	17	3	x017_B18	x003_B8	0
B18	B9	0	0	-0.232529163	17	12	x017_B18	x012_B9	0
B18	C1	1.88E-07	6.65E-07	-0.091938913	17	21	x017_B18	x021_C1	0.000000665
B18	C10	0.026301306	0.057025798	0.039269131	17	30	x017_B18	x030_C10	NA
B18	C11	0.836959713	0.898080093	0.003638621	17	35	x017_B18	x035_C11	NA
B18	C12	0	0	0.188973084	17	29	x017_B18	x029_C12	0
B18	C13	0	0	-0.16930905	17	33	x017_B18	x033_C13	0
B18	C14	0.150219987	0.257378915	-0.025435681	17	31	x017_B18	x031_C14	NA
B18	C15	4.06E-09	1.57E-08	-0.103722237	17	40	x017_B18	x040_C15	1.57E-08
B18	C16	0	0	0.192520693	17	37	x017_B18	x037_C16	0
B18	C17	1.81E-05	5.65E-05	0.075701773	17	39	x017_B18	x039_C17	0.0000565
B18	C18	0.397905274	0.551158012	-0.014946809	17	36	x017_B18	x036_C18	NA
B18	C19	0	0	-0.159191012	17	41	x017_B18	x041_C19	0
B18	C2	0.02990767	0.063993797	0.038378574	17	19	x017_B18	x019_C2	NA
B18	C20	1.53E-07	5.44E-07	-0.092610084	17	38	x017_B18	x038_C20	0.000000544
B18	C3	0.022436595	0.049524075	-0.040349275	17	22	x017_B18	x022_C3	0.049524075
B18	C4	7.22E-08	2.62E-07	0.095013432	17	20	x017_B18	x020_C4	0.000000262
B18	C5	0.233999146	0.36994327	-0.021041155	17	24	x017_B18	x024_C5	NA
B18	C6	4.59E-07	1.59E-06	0.08898361	17	18	x017_B18	x018_C6	0.00000159
B18	C7	9.18E-07	3.12E-06	-0.086628638	17	34	x017_B18	x034_C7	0.00000312
B18	C8	0.00018159	0.000527437	0.066116624	17	28	x017_B18	x028_C8	0.000527437
B18	C9	3.51E-10	1.43E-09	-0.110602185	17	32	x017_B18	x032_C9	1.43E-09
B18	D1	0.78187482	0.862912287	0.004895652	17	51	x017_B18	x051_D1	NA
B18	D10	0.018956005	0.042482711	0.041470673	17	77	x017_B18	x077_D10	0.042482711
B18	D11	0.078093906	0.149385119	-0.031145224	17	88	x017_B18	x088_D11	NA
B18	D12	0.221857376	0.354298073	-0.021597657	17	76	x017_B18	x076_D12	NA
B18	D13	0.43996397	0.589404245	-0.013654216	17	90	x017_B18	x090_D13	NA
B18	D14	0.060921559	0.12053622	0.033127762	17	78	x017_B18	x078_D14	NA
B18	D15	0.720128228	0.819993332	-0.006335108	17	105	x017_B18	x105_D15	NA
B18	D16	0.113954691	0.205522975	-0.027943565	17	109	x017_B18	x109_D16	NA
B18	D17	0.719555285	0.819770239	0.006348648	17	106	x017_B18	x106_D17	NA
B18	D18	0.708074415	0.812126445	0.006620767	17	108	x017_B18	x108_D18	NA
B18	D19	0.1640761	0.276768773	-0.02460039	17	107	x017_B18	x107_D19	NA
B18	D2	0.229646556	0.364021974	0.021238234	17	70	x017_B18	x070_D2	NA
B18	D20	0.599972658	0.727368268	-0.009272848	17	110	x017_B18	x110_D20	NA
B18	D3	0.687819081	0.797731745	0.007104755	17	50	x017_B18	x050_D3	NA
B18	D4	0.216235909	0.347206097	-0.021862704	17	102	x017_B18	x102_D4	NA
B18	D5	0.811563231	0.881558538	-0.0042155	17	103	x017_B18	x103_D5	NA
B18	D6	0.898084038	0.936839013	0.00226472	17	67	x017_B18	x067_D6	NA
B18	D7	0.089592175	0.168529994	-0.030009056	17	104	x017_B18	x104_D7	NA
B18	D8	0.917954284	0.947217806	-0.001821419	17	75	x017_B18	x075_D8	NA
B18	D9	0.229956083	0.364416261	0.021224132	17	89	x017_B18	x089_D9	NA
B18	x1	0.965681866	0.979076951	0.000760754	17	59	x017_B18	x059_x1	NA
B18	x10	0.762296012	0.850384182	-0.005348129	17	65	x017_B18	x065_x10	NA
B18	x11	0.31637611	0.466242571	0.017714597	17	27	x017_B18	x027_x11	NA
B18	x12	0.912412289	0.944190386	-0.001944933	17	66	x017_B18	x066_x12	NA
B18	x13	0.565528236	0.700773414	0.010160587	17	49	x017_B18	x049_x13	NA
B18	x14	0.210598482	0.340123357	-0.022133531	17	73	x017_B18	x073_x14	NA
B18	x15	0.164228011	0.276791377	-0.024591533	17	74	x017_B18	x074_x15	NA
B18	x2	0.767897268	0.854406852	0.005218336	17	60	x017_B18	x060_x2	NA
B18	x3	0.603968537	0.729477187	0.0091714	17	61	x017_B18	x061_x3	NA
B18	x4	0.334620765	0.485962086	-0.017059028	17	62	x017_B18	x062_x4	NA
B18	x5	0.597044131	0.725606072	-0.009347392	17	57	x017_B18	x057_x5	NA
B18	x6	0.600791372	0.727907489	-0.009252038	17	58	x017_B18	x058_x6	NA
B18	x7	0.124232698	0.220644088	0.027176306	17	71	x017_B18	x071_x7	NA
B18	x8	0.15955671	0.27059193	0.024866758	17	72	x017_B18	x072_x8	NA
B18	x9	0.61573786	0.737416606	-0.008874328	17	48	x017_B18	x048_x9	NA
B18	y1	0.590086617	0.720423742	0.009525163	17	44	x017_B18	x044_y1	NA
B18	y10	0.382964813	0.535668234	-0.01542552	17	63	x017_B18	x063_y10	NA
B18	y11	0.612093179	0.734781459	0.008966053	17	52	x017_B18	x052_y11	NA
B18	y12	0.518418391	0.661118539	-0.011418284	17	64	x017_B18	x064_y12	NA
B18	y13	0.994572821	0.996734213	-0.000120272	17	87	x017_B18	x087_y13	NA
B18	y14	0.202010745	0.328912118	-0.022556363	17	55	x017_B18	x055_y14	NA
B18	y15	0.154080529	0.262642244	-0.025197275	17	56	x017_B18	x056_y15	NA
B18	y2	0.554186387	0.69157939	0.010458482	17	45	x017_B18	x045_y2	NA
B18	y3	0.54090098	0.681286504	0.010811249	17	46	x017_B18	x046_y3	NA
B18	y4	0.427043692	0.577076992	0.014043277	17	47	x017_B18	x047_y4	NA
B18	y5	0.467322613	0.61344407	0.012851358	17	42	x017_B18	x042_y5	NA
B18	y6	0.517116741	0.660160746	0.011453837	17	43	x017_B18	x043_y6	NA
B18	y7	0.691048723	0.799441387	-0.007027237	17	53	x017_B18	x053_y7	NA
B18	y8	0.973633899	0.982923558	-0.000584402	17	54	x017_B18	x054_y8	NA
B18	y9	0.897254573	0.936299593	-0.002283254	17	86	x017_B18	x086_y9	NA
C6	A1	0.10194201	0.187767511	0.028912753	18	68	x018_C6	x068_A1	NA
C6	A10	0.933222261	0.957407456	0.001481584	18	91	x018_C6	x091_A10	NA
C6	A11	0.297195317	0.443867944	-0.018431138	18	80	x018_C6	x080_A11	NA
C6	A12	0.758563626	0.847798086	-0.005434776	18	98	x018_C6	x098_A12	NA
C6	A13	0.481737499	0.627106868	-0.012438865	18	85	x018_C6	x085_A13	NA
C6	A14	0.862785198	0.912700164	0.003055938	18	95	x018_C6	x095_A14	NA
C6	A15	0.261036481	0.401157064	-0.019871419	18	81	x018_C6	x081_A15	NA
C6	A16	0.771858056	0.857064094	-0.005126726	18	94	x018_C6	x094_A16	NA
C6	A17	0.696632492	0.803600498	-0.006893531	18	79	x018_C6	x079_A17	NA
C6	A18	0.635414318	0.753274439	-0.008383155	18	99	x018_C6	x099_A18	NA
C6	A19	0.085538938	0.162168218	0.030395342	18	82	x018_C6	x082_A19	NA
C6	A2	0.7354963	0.831472811	0.005973277	18	100	x018_C6	x100_A2	NA
C6	A20	0.038665958	0.080795545	-0.036548901	18	96	x018_C6	x096_A20	NA
C6	A3	0.987321595	0.992443578	0.000280976	18	69	x018_C6	x069_A3	NA
C6	A4	0.773140801	0.85747822	-0.005097087	18	92	x018_C6	x092_A4	NA
C6	A5	0.149416416	0.256295112	-0.02548589	18	101	x018_C6	x101_A5	NA
C6	A6	0.590158632	0.720423742	0.009523318	18	97	x018_C6	x097_A6	NA
C6	A7	0.747363968	0.839663978	0.005695569	18	84	x018_C6	x084_A7	NA
C6	A8	0.355248263	0.507074605	0.016344991	18	93	x018_C6	x093_A8	NA
C6	A9	0.445590846	0.593757973	-0.013486832	18	83	x018_C6	x083_A9	NA
C6	B1	0.528700341	0.670066021	-0.011139042	18	26	x018_C6	x026_B1	NA
C6	B10	8.21E-05	0.000245924	0.069550768	18	2	x018_C6	x002_B10	0.000245924
C6	B11	0	0	-0.145057216	18	6	x018_C6	x006_B11	0
C6	B12	8.58E-09	3.28E-08	0.101523951	18	14	x018_C6	x014_B12	3.28E-08
C6	B13	0.095978257	0.17822454	-0.029428042	18	9	x018_C6	x009_B13	NA
C6	B14	0	0	0.16466473	18	4	x018_C6	x004_B14	0
C6	B15	4.92E-07	1.70E-06	-0.088753983	18	15	x018_C6	x015_B15	0.0000017
C6	B16	1.12E-07	4.02E-07	0.093603186	18	16	x018_C6	x016_B16	0.000000402
C6	B17	0	0	-0.159951687	18	7	x018_C6	x007_B17	0
C6	B18	4.59E-07	1.59E-06	0.08898361	18	17	x018_C6	x017_B18	0.00000159
C6	B19	0.036222163	0.076171768	-0.037020534	18	10	x018_C6	x010_B19	NA
C6	B2	2.27E-05	7.05E-05	0.074803859	18	25	x018_C6	x025_B2	0.0000705
C6	B20	2.10E-12	9.43E-12	0.123783693	18	8	x018_C6	x008_B20	9.43E-12
C6	B3	0	0	0.188946739	18	23	x018_C6	x023_B3	0
C6	B4	1.81E-08	6.79E-08	-0.099281654	18	1	x018_C6	x001_B4	6.79E-08
C6	B5	0	0	-0.219548732	18	5	x018_C6	x005_B5	0
C6	B6	2.55E-08	9.46E-08	-0.098246604	18	13	x018_C6	x013_B6	9.46E-08
C6	B7	0	0	0.146570623	18	11	x018_C6	x011_B7	0
C6	B8	0	0	0.21745117	18	3	x018_C6	x003_B8	0
C6	B9	0.000934938	0.002533885	-0.058466263	18	12	x018_C6	x012_B9	0.002533885
C6	C1	0	0	-0.156579763	18	21	x018_C6	x021_C1	0
C6	C10	0	0	0.158008933	18	30	x018_C6	x030_C10	0
C6	C11	0	0	-0.151935279	18	35	x018_C6	x035_C11	0
C6	C12	0	0	0.164725631	18	29	x018_C6	x029_C12	0
C6	C13	0.900584765	0.937815818	-0.002208857	18	33	x018_C6	x033_C13	NA
C6	C14	1.52E-09	6.01E-09	0.106535852	18	31	x018_C6	x031_C14	6.01E-09
C6	C15	0.002045058	0.005298237	-0.054483313	18	40	x018_C6	x040_C15	0.005298237
C6	C16	0.037161193	0.077868352	-0.036836196	18	37	x018_C6	x037_C16	NA
C6	C17	0.016320707	0.036963595	-0.042446632	18	39	x018_C6	x039_C17	0.036963595
C6	C18	0	0	0.150261045	18	36	x018_C6	x036_C18	0
C6	C19	0.000758185	0.002072522	0.059492983	18	41	x018_C6	x041_C19	0.002072522
C6	C2	0	0	0.30525592	18	19	x018_C6	x019_C2	0
C6	C20	3.93E-08	1.45E-07	-0.096915767	18	38	x018_C6	x038_C20	0.000000145
C6	C3	0.390755356	0.543809409	0.015174514	18	22	x018_C6	x022_C3	NA
C6	C4	0	0	-0.212459177	18	20	x018_C6	x020_C4	0
C6	C5	9.65E-05	0.000286294	-0.068865068	18	24	x018_C6	x024_C5	0.000286294
C6	C6	NA	NA	1	18	18	x018_C6	x018_C6	NA
C6	C7	2.21E-10	9.09E-10	-0.111854516	18	34	x018_C6	x034_C7	9.09E-10
C6	C8	0.575384956	0.708341441	0.009904022	18	28	x018_C6	x028_C8	NA
C6	C9	0.003594329	0.008989572	-0.051450573	18	32	x018_C6	x032_C9	0.008989572
C6	D1	0.408779398	0.561299242	-0.014605169	18	51	x018_C6	x051_D1	NA
C6	D10	0.271133207	0.412863493	0.019456228	18	77	x018_C6	x077_D10	NA
C6	D11	0.231171697	0.366052383	0.021168878	18	88	x018_C6	x088_D11	NA
C6	D12	0.964924476	0.978636818	-0.000777554	18	76	x018_C6	x076_D12	NA
C6	D13	0.401483756	0.554337739	-0.014833771	18	90	x018_C6	x090_D13	NA
C6	D14	0.199993206	0.326425067	0.02265759	18	78	x018_C6	x078_D14	NA
C6	D15	0.208527553	0.337415029	0.022234336	18	105	x018_C6	x105_D15	NA
C6	D16	0.076936878	0.14745415	0.031266928	18	109	x018_C6	x109_D16	NA
C6	D17	0.014841838	0.033895932	-0.043056734	18	106	x018_C6	x106_D17	0.033895932
C6	D18	0.511400669	0.654396374	-0.011610518	18	108	x018_C6	x108_D18	NA
C6	D19	0.902868989	0.938948407	0.002157849	18	107	x018_C6	x107_D19	NA
C6	D2	0.940740209	0.962412552	0.001314458	18	70	x018_C6	x070_D2	NA
C6	D20	0.001116337	0.002983701	0.057584926	18	110	x018_C6	x110_D20	0.002983701
C6	D3	0.025457925	0.055377453	0.039492521	18	50	x018_C6	x050_D3	NA
C6	D4	0.87824207	0.923694949	-0.002708815	18	102	x018_C6	x102_D4	NA
C6	D5	0.14017408	0.243727271	-0.02607877	18	103	x018_C6	x103_D5	NA
C6	D6	0.778826417	0.86049841	-0.004965885	18	67	x018_C6	x067_D6	NA
C6	D7	0.932503672	0.957407456	0.001497565	18	104	x018_C6	x104_D7	NA
C6	D8	0.877775855	0.9233666	0.002719269	18	75	x018_C6	x075_D8	NA
C6	D9	0.228180322	0.362368485	-0.02130522	18	89	x018_C6	x089_D9	NA
C6	x1	0.023833171	0.052069919	-0.03994156	18	59	x018_C6	x059_x1	NA
C6	x10	0.742718031	0.836534175	0.005804115	18	65	x018_C6	x065_x10	NA
C6	x11	0.966374543	0.979444698	-0.00074539	18	27	x018_C6	x027_x11	NA
C6	x12	0.274026767	0.41642344	0.019339202	18	66	x018_C6	x066_x12	NA
C6	x13	0.190045068	0.312828166	-0.023167949	18	49	x018_C6	x049_x13	NA
C6	x14	0.08141281	0.155041231	0.030804077	18	73	x018_C6	x073_x14	NA
C6	x15	0.200279237	0.326802946	0.022643194	18	74	x018_C6	x074_x15	NA
C6	x2	0.043211633	0.088991322	-0.035735175	18	60	x018_C6	x060_x2	NA
C6	x3	0.123167984	0.219302661	-0.027253428	18	61	x018_C6	x061_x3	NA
C6	x4	0.184796714	0.305531247	-0.023445157	18	62	x018_C6	x062_x4	NA
C6	x5	0.033780019	0.071609341	-0.037519757	18	57	x018_C6	x057_x5	NA
C6	x6	0.01311649	0.030197142	-0.043840256	18	58	x018_C6	x058_x6	0.030197142
C6	x7	0.490624631	0.634857471	-0.012187899	18	71	x018_C6	x071_x7	NA
C6	x8	0.308088817	0.456837115	-0.018020557	18	72	x018_C6	x072_x8	NA
C6	x9	0.192914632	0.316595461	0.023018762	18	48	x018_C6	x048_x9	NA
C6	y1	0.881267441	0.925574811	0.002640999	18	44	x018_C6	x044_y1	NA
C6	y10	0.921088167	0.949583713	-0.001751614	18	63	x018_C6	x063_y10	NA
C6	y11	0.275487599	0.418152041	-0.019280441	18	52	x018_C6	x052_y11	NA
C6	y12	0.295006335	0.441478527	-0.018514847	18	64	x018_C6	x064_y12	NA
C6	y13	0.841058792	0.900645436	0.003545888	18	87	x018_C6	x087_y13	NA
C6	y14	0.689488595	0.798244135	-0.007064666	18	55	x018_C6	x055_y14	NA
C6	y15	0.850983205	0.906725856	-0.003321768	18	56	x018_C6	x056_y15	NA
C6	y2	0.909035166	0.942196718	0.002020244	18	45	x018_C6	x045_y2	NA
C6	y3	0.981395044	0.987821237	0.000412339	18	46	x018_C6	x046_y3	NA
C6	y4	0.404890994	0.557492308	0.014726702	18	47	x018_C6	x047_y4	NA
C6	y5	0.542474062	0.68236089	0.010769256	18	42	x018_C6	x042_y5	NA
C6	y6	0.5727069	0.70631102	0.009973522	18	43	x018_C6	x043_y6	NA
C6	y7	0.954696492	0.971832713	0.001004505	18	53	x018_C6	x053_y7	NA
C6	y8	0.851066954	0.906725856	0.00331988	18	54	x018_C6	x054_y8	NA
