plant	species	class	ontogeny	total	heteroblasty	V1	V2
Pcap6	capsularis	B	4	14	11	11.88906429	-26.39217949
Pcap6	capsularis	B	5	14	10	12.82291221	-28.03810793
Pcap6	capsularis	B	6	14	9	12.58949992	-30.65302066
Pcap6	capsularis	B	7	14	8	12.38090799	-31.37747049
Pcap6	capsularis	B	8	14	7	10.67696799	-30.63512473
Pcap6	capsularis	B	9	14	6	12.82573907	-25.07484732
Pcin1	cincinnata	C	1	14	14	-23.9608956	-10.50183019
Pcin1	cincinnata	C	10	14	5	-22.54513475	-10.28806942
Pcin1	cincinnata	C	11	14	4	-21.97018059	4.40167591
Pcin1	cincinnata	C	12	14	3	-23.98280799	11.38444342
Pcin1	cincinnata	C	13	14	2	-17.11187975	11.03164326
Pcin1	cincinnata	C	14	14	1	-22.81139413	11.43955472
Pcin1	cincinnata	C	2	14	13	-24.7046229	-9.341749602
Pcin1	cincinnata	C	3	14	12	-24.69498115	-9.334186552
Pcin1	cincinnata	C	4	14	11	-24.78552223	-8.932676179
Pcin1	cincinnata	C	5	14	10	-23.39923504	-11.06772007
Pcin1	cincinnata	C	6	14	9	-22.98286777	-10.11605167
Pcin1	cincinnata	C	7	14	8	-23.21508857	-9.761400387
Pcin1	cincinnata	C	8	14	7	-23.35849414	-11.2720195
Pcin1	cincinnata	C	9	14	6	-23.0208849	-9.450288059
Pcin2	cincinnata	C	1	14	14	-21.528615	-11.88923355
Pcin2	cincinnata	C	10	14	5	-23.32910128	4.812715884
Pcin2	cincinnata	C	11	14	4	-26.1107654	3.86090517
Pcin2	cincinnata	C	12	14	3	-34.38396829	11.5418539
Pcin2	cincinnata	C	13	14	2	-17.32900819	7.022006281
Pcin2	cincinnata	C	14	14	1	-17.71713209	8.583481552
Pcin2	cincinnata	C	2	14	13	-23.2526949	-11.206591
Pcin2	cincinnata	C	3	14	12	-23.16254925	-11.25912062
Pcin2	cincinnata	C	4	14	11	-24.80483156	-9.201049276
Pcin2	cincinnata	C	6	14	9	-21.3380748	-10.65426001
Pcin2	cincinnata	C	7	14	8	-24.75112086	-9.31661464
Pcin2	cincinnata	C	8	14	7	-23.48782656	-10.90255092
Pcin2	cincinnata	C	9	14	6	-25.43559013	3.417565157
Pcoc1	coccinea	G	1	16	16	27.70515972	9.185987126
Pcoc1	coccinea	G	10	16	7	25.98001017	8.719075471
Pcoc1	coccinea	G	11	16	6	22.84343704	8.432814587
Pcoc1	coccinea	G	12	16	5	20.31677227	8.490453075
Pcoc1	coccinea	G	13	16	4	18.07381068	12.85197417
Pcoc1	coccinea	G	14	16	3	20.19119429	8.661115108
Pcoc1	coccinea	G	15	16	2	7.646417896	20.95604294
Pcoc1	coccinea	G	16	16	1	16.63850531	14.14580939
Pcoc1	coccinea	G	2	16	15	28.2341803	7.069373239
Pcoc1	coccinea	G	3	16	14	26.96461036	6.511369803
Pcoc1	coccinea	G	4	16	13	29.24852823	3.223689457
Pcoc1	coccinea	G	5	16	12	28.49251381	3.002374585
Pcoc1	coccinea	G	6	16	11	24.99487267	11.26513341
Pcoc1	coccinea	G	7	16	10	28.74196655	3.474818792
Pcoc1	coccinea	G	8	16	9	23.04492708	8.412883387
Pcoc1	coccinea	G	9	16	8	23.8639704	11.49419781
Pcoc2	coccinea	G	1	17	17	29.25379236	6.483475557
Pcoc2	coccinea	G	10	17	8	24.49974913	10.54917802
Pcoc2	coccinea	G	11	17	7	24.23132292	9.16910469
Pcoc2	coccinea	G	12	17	6	24.36890557	11.42303922
Pcoc2	coccinea	G	13	17	5	21.15142926	9.409989659
Pcoc2	coccinea	G	14	17	4	18.64049657	11.61902859
Pcoc2	coccinea	G	15	17	3	19.8995791	11.91928255
Pcoc2	coccinea	G	16	17	2	9.612191662	19.89594493
Pcoc2	coccinea	G	17	17	1	11.69533278	21.43581399
Pcoc2	coccinea	G	2	17	16	20.54697889	4.809135545
Pcoc2	coccinea	G	3	17	15	24.97499971	9.688956464
Pcoc2	coccinea	G	4	17	14	26.84242488	6.521644644
Pcoc2	coccinea	G	5	17	13	22.81448032	7.914289375
Pcoc2	coccinea	G	6	17	12	21.33479235	9.456331048
Pcoc2	coccinea	G	7	17	11	24.49033358	10.37669683
Pcoc2	coccinea	G	8	17	10	18.59831508	11.10224468
Pcoc2	coccinea	G	9	17	9	19.79925131	10.67284665
Pcoc3	coccinea	G	1	16	16	13.45656783	15.63267904
Pcoc3	coccinea	G	10	16	7	19.67566604	7.604200649
Pcoc3	coccinea	G	11	16	6	18.10771664	9.311163187
Pcoc3	coccinea	G	12	16	5	18.06710896	9.63218551
Pcoc3	coccinea	G	13	16	4	17.10090342	15.06217769
Pcoc3	coccinea	G	14	16	3	15.38337601	13.79944023
Pcoc3	coccinea	G	16	16	1	10.31416433	22.40525999
Pcoc3	coccinea	G	2	16	15	28.36543118	7.063233183
Pcoc3	coccinea	G	3	16	14	18.66572056	6.406702654
Pcoc3	coccinea	G	4	16	13	27.32021269	7.623351671
Pcoc3	coccinea	G	5	16	12	28.19509204	7.113554424
Pcoc3	coccinea	G	6	16	11	20.99473626	7.853317139
Pcoc3	coccinea	G	7	16	10	21.56927013	8.952857134
Pcoc3	coccinea	G	8	16	9	20.67080011	8.440425614
Pcoc3	coccinea	G	9	16	8	17.53070193	7.92220761
Pcoc4	coccinea	G	1	14	14	11.88638547	15.33027346
Pcoc4	coccinea	G	10	14	5	11.25268319	24.33270242
Pcoc4	coccinea	G	11	14	4	11.27631061	26.04235853
Pcoc4	coccinea	G	12	14	3	6.083280929	23.05539828
Pcoc4	coccinea	G	13	14	2	8.147225392	23.24691969
Pcoc4	coccinea	G	14	14	1	12.57244779	24.64767213
Pcoc4	coccinea	G	2	14	13	11.7881733	23.16642331
Pcoc4	coccinea	G	3	14	12	12.03893109	16.2112731
Pcoc4	coccinea	G	4	14	11	11.3636079	27.85267954
Pcoc4	coccinea	G	5	14	10	11.56618353	26.39713836
Pcoc4	coccinea	G	6	14	9	23.91494112	9.504663649
Pcoc4	coccinea	G	7	14	8	26.10603667	9.702166821
Pcoc4	coccinea	G	8	14	7	10.58339816	23.86356732
Pcoc4	coccinea	G	9	14	6	13.42735746	16.84840184
Pcoc5	coccinea	G	1	17	17	5.572288816	21.85088775
Pcoc5	coccinea	G	10	17	8	8.371011669	25.13271696
Pcoc5	coccinea	G	11	17	7	7.669555351	25.09210618
Pcoc5	coccinea	G	12	17	6	8.761642809	24.69846464
Pcoc5	coccinea	G	13	17	5	12.78154835	25.80854737
Pcoc5	coccinea	G	14	17	4	8.987213619	24.7969834
Pcoc5	coccinea	G	15	17	3	10.35100751	25.63340536
Pcoc5	coccinea	G	16	17	2	10.3884035	24.03934478
Pcoc5	coccinea	G	17	17	1	12.27028174	15.38619569
Pcoc5	coccinea	G	2	17	16	9.023255847	22.97082817
Pcoc5	coccinea	G	3	17	15	11.30501251	24.67343872
Pcoc5	coccinea	G	4	17	14	11.91593796	15.91757098
Pcoc5	coccinea	G	5	17	13	8.594227498	25.31016024
Pcoc5	coccinea	G	6	17	12	7.239128186	24.11965375
Pcoc5	coccinea	G	7	17	11	8.995856096	24.8202256
Pcoc5	coccinea	G	8	17	10	10.37166457	25.9891288
Pcoc5	coccinea	G	9	17	9	10.78421156	25.14142865
Pcoc6	coccinea	G	1	13	13	6.860902958	22.50563978
Pcoc6	coccinea	G	10	13	4	13.29727965	15.67558809
Pcoc6	coccinea	G	11	13	3	8.593234712	23.61900276
Pcoc6	coccinea	G	12	13	2	12.58050725	24.64172512
Pcoc6	coccinea	G	13	13	1	10.39119301	24.55647893
Pcoc6	coccinea	G	2	13	12	7.528858733	24.25154961
Pcoc6	coccinea	G	3	13	11	10.63434014	25.37635221
Pcoc6	coccinea	G	4	13	10	11.38394128	25.58407904
Pcoc6	coccinea	G	5	13	9	12.03011209	15.79879014
Pcoc6	coccinea	G	6	13	8	8.795223017	25.03592886
Pcoc6	coccinea	G	7	13	7	12.03197967	15.89585239
Pcoc6	coccinea	G	8	13	6	7.995812958	25.3764137
Pcoc6	coccinea	G	9	13	5	7.620725832	23.31548784
Pcor1	coriacea	A	1	7	7	-16.66535455	-31.23229604
Pcor1	coriacea	A	2	7	6	-21.60987315	-24.27525387
Pcor1	coriacea	A	3	7	5	-24.02957579	-23.94492521
Pcor1	coriacea	A	4	7	4	-20.99903134	-22.47474046
Pcor1	coriacea	A	5	7	3	-21.83631474	-24.28435535
Pcor1	coriacea	A	6	7	2	-12.90701721	-28.52543114
Pcor1	coriacea	A	7	7	1	10.06781077	7.309918344
Pcor10	coriacea	A	1	11	11	-13.82845685	-27.44999741
Pcor10	coriacea	A	10	11	2	-15.41149276	-25.4215941
Pcor10	coriacea	A	2	11	10	-12.62977877	-28.85027244
Pcor10	coriacea	A	3	11	9	-19.79157464	-23.55342975
Pcor10	coriacea	A	4	11	8	-19.88255639	-23.54349737
Pcor10	coriacea	A	5	11	7	-18.39412711	-31.12726347
Pcor10	coriacea	A	6	11	6	-20.08125345	-21.67768477
Pcor10	coriacea	A	7	11	5	-14.36400337	-31.98207055
Pcor10	coriacea	A	8	11	4	-18.1756985	-31.80492178
Pcor10	coriacea	A	9	11	3	-11.70897823	-26.99711516
Pcor11	coriacea	A	1	11	11	-11.70301098	-24.12225088
Pcor11	coriacea	A	10	11	2	-4.446292964	-10.46275278
Pcor11	coriacea	A	2	11	10	-11.38367033	-26.86908091
Pcor11	coriacea	A	3	11	9	-16.82044164	-31.84807645
Pcor11	coriacea	A	4	11	8	-17.11855562	-31.39620356
Pcor11	coriacea	A	5	11	7	-18.46493248	-23.22912898
Pcor11	coriacea	A	6	11	6	-17.20610936	-31.59348263
Pcor11	coriacea	A	7	11	5	-11.65723247	-26.71631418
Pcor11	coriacea	A	8	11	4	-15.76751233	-30.79918227
Pcor11	coriacea	A	9	11	3	-11.86617538	-27.33930366
Pcor12	coriacea	A	1	10	10	-12.77317384	-30.88882028
Pcor12	coriacea	A	10	10	1	-10.34631827	23.34104289
Pcor12	coriacea	A	2	10	9	-16.25250431	-31.12924461
Pcor12	coriacea	A	3	10	8	-16.35482147	-31.23651738
Pcor12	coriacea	A	4	10	7	-16.34600793	-31.22369437
Pcor12	coriacea	A	5	10	6	-9.285416035	-30.06838296
Pcor12	coriacea	A	6	10	5	-11.57941805	-26.58487262
Pcor12	coriacea	A	7	10	4	-12.82671227	-30.45048173
Pcor12	coriacea	A	8	10	3	-12.70043503	-31.88702748
Pcor12	coriacea	A	9	10	2	-4.335145578	-10.34898135
Pcor2	coriacea	A	1	7	7	-17.09771369	-31.35297589
Pcor2	coriacea	A	2	7	6	-20.60105017	-21.73144196
Pcor2	coriacea	A	3	7	5	-21.7584	-24.29285388
Pcor2	coriacea	A	4	7	4	-21.92125777	-24.42148483
Pcor2	coriacea	A	5	7	3	-24.0124424	-23.95779307
Pcor2	coriacea	A	6	7	2	-12.46658466	-23.89431025
Pcor2	coriacea	A	7	7	1	8.480256349	4.710360725
Pcor3	coriacea	A	1	13	13	-17.77313925	-22.49350737
Pcor3	coriacea	A	10	13	4	-20.77667964	-23.95732489
Pcor3	coriacea	A	11	13	3	-21.68026633	-24.75522477
Pcor3	coriacea	A	12	13	2	-21.75036217	-25.42690231
Pcor3	coriacea	A	13	13	1	0.57239148	5.087632051
Pcor3	coriacea	A	2	13	12	-21.30076394	-24.13386076
Pcor3	coriacea	A	3	13	11	-20.92509789	-22.86020876
Pcor3	coriacea	A	4	13	10	-18.07815143	-32.1222184
Pcor3	coriacea	A	5	13	9	-24.1361258	-23.53770806
Pcor3	coriacea	A	6	13	8	-21.60949212	-23.73864166
Pcor3	coriacea	A	7	13	7	-20.4914011	-21.76545323
Pcor3	coriacea	A	8	13	6	-20.91502292	-21.90869875
Pcor3	coriacea	A	9	13	5	-24.06199201	-24.47244016
Pcor4	coriacea	A	1	13	13	-12.25016028	-31.22725171
Pcor4	coriacea	A	10	13	4	-21.57298941	-24.91029771
Pcor4	coriacea	A	11	13	3	-21.17060936	-24.23562704
Pcor4	coriacea	A	12	13	2	-17.46192066	-32.05510246
Pcor4	coriacea	A	2	13	12	-19.82303478	-23.64911127
Pcor4	coriacea	A	3	13	11	-20.98250006	-22.93063505
Pcor4	coriacea	A	4	13	10	-24.01163732	-23.791916
Pcor4	coriacea	A	5	13	9	-22.1865903	-24.43404343
Pcor4	coriacea	A	6	13	8	-23.88235356	-24.36227401
Pcor4	coriacea	A	7	13	7	-24.22969526	-23.06835726
Pcor4	coriacea	A	8	13	6	-23.03682867	-24.51453321
Pcor4	coriacea	A	9	13	5	-24.07297118	-23.6427414
Pcor5	coriacea	A	1	13	13	-10.45399086	-24.98237555
Pcor5	coriacea	A	10	13	4	-21.63917148	-25.46820935
Pcor5	coriacea	A	11	13	3	-18.41245861	-23.00129326
Pcor5	coriacea	A	12	13	2	-12.47389346	-23.87054318
Pcor5	coriacea	A	13	13	1	7.370918887	3.582395105
Pcor5	coriacea	A	2	13	12	-12.18292754	-27.96124308
Pcor5	coriacea	A	3	13	11	-18.32411844	-31.16239118
Pcor5	coriacea	A	4	13	10	-21.40480977	-24.22704249
Pcor5	coriacea	A	5	13	9	-24.24603874	-23.07580619
Pcor5	coriacea	A	6	13	8	-24.22872224	-24.40046305
Pcor5	coriacea	A	7	13	7	-23.96529886	-24.11752861
Pcor5	coriacea	A	8	13	6	-21.22817008	-24.21563791
Pcor5	coriacea	A	9	13	5	-21.20881327	-24.01845138
Pcor6	coriacea	A	1	13	13	-12.6504272	-28.84795709
Pcor6	coriacea	A	10	13	4	-18.16378883	-31.32900263
Pcor6	coriacea	A	11	13	3	-21.74705966	-25.34628228
Pcor6	coriacea	A	12	13	2	-12.71490189	-28.58617726
Pcor6	coriacea	A	13	13	1	8.512961764	0.532416078
Pcor6	coriacea	A	2	13	12	-16.40758723	-31.25747696
Pcor6	coriacea	A	3	13	11	-23.58189688	-24.53324109
Pcor6	coriacea	A	4	13	10	-23.83810257	-24.3489373
Pcor6	coriacea	A	5	13	9	-24.29838554	-23.38117888
Pcor6	coriacea	A	6	13	8	-23.31222027	-24.30565886
Pcor6	coriacea	A	7	13	7	-20.87641232	-21.95027514
Pcor6	coriacea	A	8	13	6	-22.34619773	-24.44164295
Pcor6	coriacea	A	9	13	5	-20.83151816	-21.89176715
Pcor7	coriacea	A	1	11	11	-10.47687613	-25.3399384
Pcor7	coriacea	A	10	11	2	11.2874674	-24.65643338
Pcor7	coriacea	A	11	11	1	-3.793361223	0.901176554
Pcor7	coriacea	A	2	11	10	-12.22300913	-28.0022406
Pcor7	coriacea	A	3	11	9	-16.78863326	-31.69240513
Pcor7	coriacea	A	4	11	8	-19.52146873	-23.43867987
Pcor7	coriacea	A	5	11	7	-17.45216263	-32.34649833
Pcor7	coriacea	A	6	11	6	-12.75842369	-30.07289602
Pcor7	coriacea	A	7	11	5	-17.36375915	-23.07174475
Pcor7	coriacea	A	8	11	4	-18.15434851	-23.29178747
Pcor7	coriacea	A	9	11	3	-11.95607905	-27.57499475
Pcor8	coriacea	A	1	12	12	-12.80773742	-25.80462767
Pcor8	coriacea	A	10	12	3	-10.81744644	-30.65501856
Pcor8	coriacea	A	11	12	2	-9.189488122	-30.14751933
Pcor8	coriacea	A	2	12	11	-11.68715859	-26.05158551
Pcor8	coriacea	A	3	12	10	-12.77733847	-29.24053539
Pcor8	coriacea	A	4	12	9	-12.7964853	-29.92981304
Pcor8	coriacea	A	5	12	8	-16.85286576	-31.82565
Pcor8	coriacea	A	6	12	7	-20.72457806	-24.24655113
Pcor8	coriacea	A	7	12	6	-17.81734673	-31.35838725
Pcor8	coriacea	A	8	12	5	-11.60121863	-26.60435724
Pcor8	coriacea	A	9	12	4	-11.38767752	-26.26998642
Pcor9	coriacea	A	1	10	10	-11.14456854	-30.64528636
Pcor9	coriacea	A	2	10	9	-13.43660819	-31.61685767
Pcor9	coriacea	A	3	10	8	-17.37542882	-31.55769371
Pcor9	coriacea	A	4	10	7	-17.82068033	-23.3089317
Pcor9	coriacea	A	5	10	6	-12.74421113	-28.87571482
Pcor9	coriacea	A	6	10	5	-17.57822476	-23.22700721
Pcor9	coriacea	A	7	10	4	-11.69825638	-26.99937978
Pcor9	coriacea	A	8	10	3	-12.76594811	-28.3355691
Pcor9	coriacea	A	9	10	2	-10.71767815	-30.77343099
Pcri1	cristalina	G	1	19	19	13.18282768	18.25883342
Pcri1	cristalina	G	10	19	10	9.106811881	22.08574677
Pcri1	cristalina	G	11	19	9	7.962088977	21.89608406
Pcri1	cristalina	G	12	19	8	12.0067525	17.65589171
Pcri1	cristalina	G	13	19	7	2.752817417	21.37685424
Pcri1	cristalina	G	14	19	6	13.87305876	23.11904809
Pcri1	cristalina	G	15	19	5	12.01648104	14.72551724
Pcri1	cristalina	G	16	19	4	26.607486	13.6424342
Pcri1	cristalina	G	17	19	3	8.647605766	22.93836547
Pcri1	cristalina	G	18	19	2	9.874094897	21.72988818
Pcri1	cristalina	G	19	19	1	8.776964451	20.36184981
Pcri1	cristalina	G	2	19	18	7.267423301	19.04108149
Pcri1	cristalina	G	3	19	17	3.687050546	20.34585229
Pcri1	cristalina	G	4	19	16	8.546122647	14.43061895
Pcri1	cristalina	G	5	19	15	7.449185459	18.84162141
Pcri1	cristalina	G	6	19	14	11.89122609	18.37740463
Pcri1	cristalina	G	7	19	13	12.66794989	13.06269014
Pcri1	cristalina	G	8	19	12	4.615691533	21.33060721
Pcri1	cristalina	G	9	19	11	7.338640812	22.02064231
Pcri2	cristalina	G	1	16	16	10.84052743	18.25166959
Pcri2	cristalina	G	10	16	7	12.82079884	18.56187993
Pcri2	cristalina	G	11	16	6	10.49756752	18.06825898
Pcri2	cristalina	G	12	16	5	7.78406623	22.58101014
Pcri2	cristalina	G	13	16	4	8.090437941	21.83615301
Pcri2	cristalina	G	14	16	3	12.62528013	24.10454078
Pcri2	cristalina	G	15	16	2	12.31740779	20.54607349
Pcri2	cristalina	G	16	16	1	3.151868132	22.17285869
Pcri2	cristalina	G	2	16	15	17.72925263	13.29747001
Pcri2	cristalina	G	3	16	14	16.11804381	7.872935154
Pcri2	cristalina	G	4	16	13	16.29545702	17.82046601
Pcri2	cristalina	G	5	16	12	14.7916409	17.44356
Pcri2	cristalina	G	6	16	11	12.64226496	18.72001724
Pcri2	cristalina	G	7	16	10	13.43606685	19.82878609
Pcri2	cristalina	G	8	16	9	12.25558445	17.0467744
Pcri2	cristalina	G	9	16	8	10.53560967	17.69162422
Pcri3	cristalina	G	1	17	17	10.30651153	19.49817761
Pcri3	cristalina	G	10	17	8	5.889859952	21.75814875
Pcri3	cristalina	G	11	17	7	5.769957694	21.74418744
Pcri3	cristalina	G	12	17	6	9.480936127	22.06420972
Pcri3	cristalina	G	13	17	5	10.57110102	17.80059133
Pcri3	cristalina	G	14	17	4	7.633206067	21.69243984
Pcri3	cristalina	G	15	17	3	9.708066231	21.63721232
Pcri3	cristalina	G	16	17	2	13.09320033	15.43951978
Pcri3	cristalina	G	17	17	1	6.440243314	22.2943016
Pcri3	cristalina	G	2	17	16	12.89717237	21.35277907
Pcri3	cristalina	G	3	17	15	11.85664808	17.86949118
Pcri3	cristalina	G	4	17	14	9.107898801	21.13600956
Pcri3	cristalina	G	5	17	13	11.82412263	18.11619542
Pcri3	cristalina	G	6	17	12	9.465122795	19.95085345
Pcri3	cristalina	G	7	17	11	6.24108055	21.6059071
Pcri3	cristalina	G	8	17	10	8.796600717	22.15438832
Pcri3	cristalina	G	9	17	9	9.403017403	20.16310069
Pcri4	cristalina	G	1	12	12	12.77856427	21.12104804
Pcri4	cristalina	G	10	12	3	4.592092052	21.17083245
Pcri4	cristalina	G	11	12	2	0.348949931	19.51340069
Pcri4	cristalina	G	12	12	1	4.294154308	24.40676746
Pcri4	cristalina	G	2	12	11	16.11875689	7.675686583
Pcri4	cristalina	G	3	12	10	25.9501318	17.61361763
Pcri4	cristalina	G	4	12	9	5.822579086	19.79948758
Pcri4	cristalina	G	5	12	8	6.334789672	14.7454396
Pcri4	cristalina	G	6	12	7	7.115593329	19.06663398
Pcri4	cristalina	G	7	12	6	11.86714145	13.30442387
Pcri4	cristalina	G	8	12	5	6.479192247	20.13497315
Pcri4	cristalina	G	9	12	4	7.597645696	22.83216971
Pcri5	cristalina	G	1	15	15	27.74563179	9.501425867
Pcri5	cristalina	G	10	15	6	25.36308505	12.94645801
Pcri5	cristalina	G	11	15	5	11.27439469	17.77894801
Pcri5	cristalina	G	12	15	4	16.51522058	22.71870015
Pcri5	cristalina	G	13	15	3	13.49802058	15.88528662
Pcri5	cristalina	G	14	15	2	10.57153247	17.10810028
Pcri5	cristalina	G	15	15	1	14.96241145	20.90564274
Pcri5	cristalina	G	2	15	14	13.42800805	17.53224782
Pcri5	cristalina	G	3	15	13	5.370174465	19.8763014
Pcri5	cristalina	G	4	15	12	7.717846999	17.76940106
Pcri5	cristalina	G	5	15	11	5.638300871	20.10655362
Pcri5	cristalina	G	6	15	10	11.52037158	12.67397282
Pcri5	cristalina	G	7	15	9	12.19384027	13.18845976
Pcri5	cristalina	G	8	15	8	12.11807502	13.16220129
Pcri5	cristalina	G	9	15	7	25.55790883	11.48862951
Pcri6	cristalina	G	1	13	13	11.87430711	12.86572771
Pcri6	cristalina	G	10	13	4	11.64088677	12.93258884
Pcri6	cristalina	G	11	13	3	13.4164182	20.00703211
Pcri6	cristalina	G	12	13	2	24.81864214	13.02418339
Pcri6	cristalina	G	13	13	1	12.34613669	15.22904567
Pcri6	cristalina	G	2	13	12	8.051370034	22.1778765
Pcri6	cristalina	G	3	13	11	5.124497704	19.83176118
Pcri6	cristalina	G	4	13	10	6.754415542	19.32876821
Pcri6	cristalina	G	5	13	9	11.30991765	13.23420298
Pcri6	cristalina	G	6	13	8	12.60670803	13.44160479
Pcri6	cristalina	G	7	13	7	4.545909895	21.34574122
Pcri6	cristalina	G	8	13	6	5.448405126	20.47327821
Pcri6	cristalina	G	9	13	5	3.883116407	21.75299214
Pcri7	cristalina	G	1	12	12	17.78880032	13.32903078
Pcri7	cristalina	G	10	12	3	10.29784701	17.39886043
Pcri7	cristalina	G	11	12	2	25.15197466	13.13051053
Pcri7	cristalina	G	12	12	1	11.70031714	21.44825179
Pcri7	cristalina	G	2	12	11	14.7048551	7.48975935
Pcri7	cristalina	G	3	12	10	7.433816875	18.50423801
Pcri7	cristalina	G	4	12	9	11.4837317	19.23209132
Pcri7	cristalina	G	5	12	8	13.0118831	18.89274853
Pcri7	cristalina	G	6	12	7	14.62703213	15.10314835
Pcri7	cristalina	G	7	12	6	12.6942616	16.84919043
Pcri7	cristalina	G	8	12	5	7.424357396	21.50565348
Pcri7	cristalina	G	9	12	4	9.121168893	22.13313216
Pedm1	edmundoi	C	1	18	18	-26.43829013	2.270754351
Pedm1	edmundoi	C	10	18	9	-25.22648408	0.638043359
Pedm1	edmundoi	C	11	18	8	-20.65442441	3.286260957
Pedm1	edmundoi	C	12	18	7	-21.23150029	2.352147229
Pedm1	edmundoi	C	13	18	6	-20.08680297	3.146867974
Pedm1	edmundoi	C	14	18	5	-25.99080204	-1.038327825
Pedm1	edmundoi	C	15	18	4	-21.6333163	2.593674681
Pedm1	edmundoi	C	16	18	3	-24.62709031	0.345633219
Pedm1	edmundoi	C	17	18	2	-17.20509509	-2.45897438
Pedm1	edmundoi	C	18	18	1	8.932398287	-14.34085742
Pedm1	edmundoi	C	2	18	17	-26.24069745	0.790910538
Pedm1	edmundoi	C	3	18	16	-24.68887362	0.672245871
Pedm1	edmundoi	C	4	18	15	-20.7747988	3.023492963
Pedm1	edmundoi	C	5	18	14	-22.48251931	2.70415809
Pedm1	edmundoi	C	6	18	13	-20.56125501	3.233573555
Pedm1	edmundoi	C	7	18	12	-22.11839502	3.128718605
Pedm1	edmundoi	C	8	18	11	-20.17169015	3.277800654
Pedm1	edmundoi	C	9	18	10	-21.18572166	3.373827324
Pedm2	edmundoi	C	1	16	16	-27.80777868	5.070763289
Pedm2	edmundoi	C	10	16	7	-20.83342203	10.74134926
Pedm2	edmundoi	C	11	16	6	-19.12282364	2.387909526
Pedm2	edmundoi	C	12	16	5	-20.6825379	10.86033876
Pedm2	edmundoi	C	13	16	4	-24.21670182	-1.406855371
Pedm2	edmundoi	C	14	16	3	-13.06549178	-1.706060396
Pedm2	edmundoi	C	15	16	2	5.053249634	-18.46114996
Pedm2	edmundoi	C	16	16	1	1.438691186	-14.98654566
Pedm2	edmundoi	C	2	16	15	-25.18104852	12.06522377
Pedm2	edmundoi	C	3	16	14	-24.79902323	8.475487592
Pedm2	edmundoi	C	4	16	13	-28.54124718	4.227100165
Pedm2	edmundoi	C	5	16	12	-24.8073282	8.219988767
Pedm2	edmundoi	C	6	16	11	-24.98837463	7.663651514
Pedm2	edmundoi	C	7	16	10	-27.77394151	5.311715366
Pedm2	edmundoi	C	8	16	9	-28.07660481	5.048391071
Pedm2	edmundoi	C	9	16	8	-27.66328646	4.846327479
Pedm3	edmundoi	C	1	16	16	-25.99571411	10.72873309
Pedm3	edmundoi	C	10	16	7	-26.54322077	5.530339627
Pedm3	edmundoi	C	11	16	6	-23.56178548	2.935398358
Pedm3	edmundoi	C	12	16	5	-26.46748414	1.767860316
Pedm3	edmundoi	C	13	16	4	-23.56631763	-2.989153213
Pedm3	edmundoi	C	14	16	3	-12.26895843	-12.08595786
Pedm3	edmundoi	C	15	16	2	-19.83013208	-2.529572122
Pedm3	edmundoi	C	16	16	1	1.293561452	-15.29648408
Pedm3	edmundoi	C	2	16	15	-31.07998594	1.442856952
Pedm3	edmundoi	C	3	16	14	-26.3496551	11.10901048
Pedm3	edmundoi	C	4	16	13	-30.92283834	2.623964868
Pedm3	edmundoi	C	5	16	12	-31.0057045	1.270937498
Pedm3	edmundoi	C	6	16	11	-26.33599644	11.22693798
Pedm3	edmundoi	C	7	16	10	-30.76645496	2.762039745
Pedm3	edmundoi	C	8	16	9	-27.75410776	1.92382376
Pedm3	edmundoi	C	9	16	8	-24.66376327	12.33138036
Pedm4	edmundoi	C	1	15	15	-30.7309177	5.676070637
Pedm4	edmundoi	C	10	15	6	-19.54434545	2.296021061
Pedm4	edmundoi	C	11	15	5	-18.78050379	-1.090356272
Pedm4	edmundoi	C	12	15	4	-19.45956584	-3.463661311
Pedm4	edmundoi	C	13	15	3	-20.28992308	-4.914982805
Pedm4	edmundoi	C	14	15	2	-14.80337774	0.9977456
Pedm4	edmundoi	C	15	15	1	-11.22773678	-8.577890406
Pedm4	edmundoi	C	2	15	14	-22.04108321	12.3892161
Pedm4	edmundoi	C	3	15	13	-26.09981589	0.935539152
Pedm4	edmundoi	C	4	15	12	-27.59680618	-0.318376701
Pedm4	edmundoi	C	5	15	11	-26.16097214	0.600608205
Pedm4	edmundoi	C	6	15	10	-21.43384099	3.355377453
Pedm4	edmundoi	C	7	15	9	-21.56855549	3.111037699
Pedm4	edmundoi	C	8	15	8	-25.0503345	0.595550684
Pedm4	edmundoi	C	9	15	7	-22.34501205	1.59298994
Pedm5	edmundoi	C	1	16	16	-24.59377314	7.180737367
Pedm5	edmundoi	C	10	16	7	-22.05721503	1.781598807
Pedm5	edmundoi	C	11	16	6	-18.16272454	0.803390232
Pedm5	edmundoi	C	12	16	5	-20.52265684	-4.729828004
Pedm5	edmundoi	C	13	16	4	-19.97860092	-0.544372891
Pedm5	edmundoi	C	14	16	3	-10.87867611	-8.327900756
Pedm5	edmundoi	C	15	16	2	-31.70941396	3.717492017
Pedm5	edmundoi	C	2	16	15	-20.40664469	3.748248312
Pedm5	edmundoi	C	3	16	14	-26.26943253	0.78947832
Pedm5	edmundoi	C	4	16	13	-24.40611687	7.357591724
Pedm5	edmundoi	C	5	16	12	-26.19188916	1.003444158
Pedm5	edmundoi	C	6	16	11	-19.33989066	3.102864013
