plant	species	class	ontogeny	total	heteroblasty	V1	V2
Pedm5	edmundoi	C	7	16	10	-21.83094792	1.860913575
Pedm5	edmundoi	C	8	16	9	-21.55638619	3.754806307
Pedm5	edmundoi	C	9	16	8	-19.28717347	2.939533519
Pedu1	edulis	F	1	15	15	-17.39207027	17.96958056
Pedu1	edulis	F	10	15	6	25.40164715	-9.661353095
Pedu1	edulis	F	11	15	5	24.62079471	-9.29673142
Pedu1	edulis	F	12	15	4	24.6020835	-9.373807758
Pedu1	edulis	F	13	15	3	25.28102315	-10.06663466
Pedu1	edulis	F	14	15	2	25.22517741	-10.11561199
Pedu1	edulis	F	15	15	1	25.32059389	-10.37201988
Pedu1	edulis	F	2	15	14	-29.26387118	14.05205685
Pedu1	edulis	F	3	15	13	-35.99067138	10.75596868
Pedu1	edulis	F	4	15	12	-18.45767178	12.21824844
Pedu1	edulis	F	5	15	11	-17.40214376	17.98418173
Pedu1	edulis	F	6	15	10	-17.16124414	18.17313506
Pedu1	edulis	F	7	15	9	23.80740256	-10.41285051
Pedu1	edulis	F	8	15	8	25.36684727	-9.520096579
Pedu1	edulis	F	9	15	7	23.97873721	-8.981821168
Pedu2	edulis	F	1	15	15	-17.32240368	18.07911682
Pedu2	edulis	F	10	15	6	25.12216533	-9.400556837
Pedu2	edulis	F	11	15	5	24.5031759	-10.75343301
Pedu2	edulis	F	12	15	4	24.72349553	-9.213347622
Pedu2	edulis	F	13	15	3	25.45991642	-10.34567402
Pedu2	edulis	F	14	15	2	7.811408878	1.577655468
Pedu2	edulis	F	15	15	1	23.98604752	-10.80660914
Pedu2	edulis	F	2	15	14	-29.81555286	0.950079132
Pedu2	edulis	F	3	15	13	-9.309357112	-6.94416981
Pedu2	edulis	F	4	15	12	24.159535	-12.14171935
Pedu2	edulis	F	5	15	11	-9.524780841	-7.119309558
Pedu2	edulis	F	6	15	10	22.78155756	-11.05766139
Pedu2	edulis	F	7	15	9	25.49543088	-9.644674769
Pedu2	edulis	F	8	15	8	24.49148813	-10.71116254
Pedu2	edulis	F	9	15	7	24.15619551	-9.459439246
Pedu3	edulis	F	1	14	14	-7.19524531	-6.282502433
Pedu3	edulis	F	10	14	5	25.27808839	-10.25620866
Pedu3	edulis	F	11	14	4	23.9288782	-10.69662108
Pedu3	edulis	F	12	14	3	24.35186471	-10.77823906
Pedu3	edulis	F	13	14	2	24.62258177	-9.638752467
Pedu3	edulis	F	14	14	1	8.684974589	12.93396611
Pedu3	edulis	F	2	14	13	-36.04850016	10.74892549
Pedu3	edulis	F	3	14	12	-12.77108798	2.474988415
Pedu3	edulis	F	4	14	11	25.51981145	-9.358405038
Pedu3	edulis	F	5	14	10	23.28368109	-10.92860422
Pedu3	edulis	F	6	14	9	23.57504104	-10.94205556
Pedu3	edulis	F	7	14	8	23.90633416	-11.25031078
Pedu3	edulis	F	8	14	7	24.55517806	-11.16410914
Pedu3	edulis	F	9	14	6	23.97237219	-10.56504022
Pfii1	foetida	D	1	15	15	-0.414690026	-9.645514581
Pfii1	foetida	D	10	15	6	-2.906562259	6.292243132
Pfii1	foetida	D	11	15	5	-3.411476334	8.078982343
Pfii1	foetida	D	12	15	4	-0.31431229	1.773075987
Pfii1	foetida	D	13	15	3	-5.805266949	9.715563522
Pfii1	foetida	D	14	15	2	4.063196196	-3.505222415
Pfii1	foetida	D	15	15	1	5.619317733	25.52750647
Pfii1	foetida	D	2	15	14	-7.474218062	3.594582635
Pfii1	foetida	D	3	15	13	-2.911006843	5.506675827
Pfii1	foetida	D	4	15	12	10.14074583	4.148687126
Pfii1	foetida	D	5	15	11	-1.5413078	4.178887927
Pfii1	foetida	D	6	15	10	12.91954002	-3.582355878
Pfii1	foetida	D	7	15	9	-2.366180332	6.941375033
Pfii1	foetida	D	8	15	8	-1.497064622	4.071918547
Pfii1	foetida	D	9	15	7	-2.389902786	7.121807081
Pfii2	foetida	D	1	16	16	-6.778754502	13.97476328
Pfii2	foetida	D	10	16	7	-2.548917086	7.486402914
Pfii2	foetida	D	11	16	6	-2.63746364	7.088461629
Pfii2	foetida	D	12	16	5	-2.733893878	5.479060873
Pfii2	foetida	D	13	16	4	3.878065739	-2.826124156
Pfii2	foetida	D	14	16	3	0.693425357	6.422183568
Pfii2	foetida	D	15	16	2	7.106333313	11.45657058
Pfii2	foetida	D	16	16	1	1.573240569	-10.16696118
Pfii2	foetida	D	2	16	15	-10.83181947	19.03643071
Pfii2	foetida	D	3	16	14	-7.434514546	3.706908181
Pfii2	foetida	D	4	16	13	-3.011852539	6.62637028
Pfii2	foetida	D	5	16	12	-3.020438584	4.493234838
Pfii2	foetida	D	6	16	11	-2.171903611	5.111825857
Pfii2	foetida	D	7	16	10	-1.743428391	6.365142935
Pfii2	foetida	D	8	16	9	-2.234573521	7.491535601
Pfii2	foetida	D	9	16	8	-2.942424148	7.652612636
Pfoe1	foetida	D	1	18	18	-7.534090557	10.29731221
Pfoe1	foetida	D	10	18	9	-4.639304122	5.697059978
Pfoe1	foetida	D	11	18	8	-4.459554699	3.33681953
Pfoe1	foetida	D	12	18	7	-4.384104078	3.393023223
Pfoe1	foetida	D	13	18	6	-3.387309251	4.072956746
Pfoe1	foetida	D	14	18	5	-3.273836253	4.069208816
Pfoe1	foetida	D	15	18	4	-2.89813223	3.091655962
Pfoe1	foetida	D	16	18	3	-2.692782826	7.809782717
Pfoe1	foetida	D	17	18	2	0.341596995	2.493963659
Pfoe1	foetida	D	18	18	1	11.61292187	-15.45774903
Pfoe1	foetida	D	2	18	17	-8.984138918	11.79611712
Pfoe1	foetida	D	3	18	16	-8.750742494	10.18036072
Pfoe1	foetida	D	4	18	15	-8.146213041	5.898412339
Pfoe1	foetida	D	5	18	14	-6.29784028	6.405445065
Pfoe1	foetida	D	6	18	13	-6.192593828	6.303261337
Pfoe1	foetida	D	7	18	12	-4.954174567	5.990013664
Pfoe1	foetida	D	8	18	11	-4.922091451	6.088820384
Pfoe1	foetida	D	9	18	10	-4.443279774	3.393508847
Pfoe4	foetida	D	1	24	24	-8.717508669	11.05116469
Pfoe4	foetida	D	10	24	15	-8.258414588	7.490618237
Pfoe4	foetida	D	11	24	14	-7.888366206	7.672545808
Pfoe4	foetida	D	12	24	13	-7.07665128	9.219508771
Pfoe4	foetida	D	13	24	12	-7.779265386	7.26828211
Pfoe4	foetida	D	14	24	11	-6.974955058	7.76670562
Pfoe4	foetida	D	15	24	10	-6.993620738	8.69033345
Pfoe4	foetida	D	16	24	9	-6.478481496	9.747719333
Pfoe4	foetida	D	17	24	8	-7.210761901	7.011450512
Pfoe4	foetida	D	18	24	7	-5.733544317	3.288704777
Pfoe4	foetida	D	19	24	6	-1.964820432	4.058931666
Pfoe4	foetida	D	2	24	23	-8.351238945	4.993077694
Pfoe4	foetida	D	21	24	4	-1.16198176	3.115434936
Pfoe4	foetida	D	22	24	3	3.470586343	28.79047615
Pfoe4	foetida	D	23	24	2	3.093966457	12.48696981
Pfoe4	foetida	D	24	24	1	2.874920683	12.37625567
Pfoe4	foetida	D	3	24	22	-7.856322488	7.375607057
Pfoe4	foetida	D	4	24	21	-8.131590832	7.349013087
Pfoe4	foetida	D	5	24	20	-7.289257092	9.101289394
Pfoe4	foetida	D	6	24	19	-7.36247165	9.057593378
Pfoe4	foetida	D	7	24	18	-6.791825275	7.302053359
Pfoe4	foetida	D	8	24	17	-6.883543813	7.708742583
Pfoe4	foetida	D	9	24	16	-7.266767768	7.416865196
Pfoe5	foetida	D	1	20	20	-8.775817837	11.22905656
Pfoe5	foetida	D	10	20	11	-6.866832037	8.321057294
Pfoe5	foetida	D	11	20	10	-8.343432338	7.590338069
Pfoe5	foetida	D	12	20	9	-6.026297366	8.300399613
Pfoe5	foetida	D	13	20	8	-6.046322592	8.324356863
Pfoe5	foetida	D	14	20	7	-5.714041575	3.250956183
Pfoe5	foetida	D	15	20	6	-3.513517827	4.915527836
Pfoe5	foetida	D	16	20	5	-1.786772561	4.118673283
Pfoe5	foetida	D	17	20	4	-1.328877541	4.203417576
Pfoe5	foetida	D	18	20	3	0.127682982	6.1201126
Pfoe5	foetida	D	19	20	2	-10.24853059	20.85751707
Pfoe5	foetida	D	2	20	19	-8.315932934	8.341968121
Pfoe5	foetida	D	20	20	1	3.787327318	-2.887007174
Pfoe5	foetida	D	3	20	18	-8.290129941	5.330675002
Pfoe5	foetida	D	4	20	17	-7.460072324	7.767458974
Pfoe5	foetida	D	5	20	16	-8.12227184	8.634391274
Pfoe5	foetida	D	6	20	15	-7.892351138	7.817548158
Pfoe5	foetida	D	7	20	14	-7.007088236	8.227774526
Pfoe5	foetida	D	8	20	13	-7.823479212	6.762271382
Pfoe5	foetida	D	9	20	12	-8.009657372	6.323668112
Pfoe6	foetida	D	1	21	21	-8.40240859	10.26012592
Pfoe6	foetida	D	10	21	12	-8.183193245	5.850212772
Pfoe6	foetida	D	11	21	11	-8.141800122	4.729896027
Pfoe6	foetida	D	12	21	10	-6.449783782	6.519726455
Pfoe6	foetida	D	13	21	9	-8.179256787	5.391470556
Pfoe6	foetida	D	14	21	8	-8.092058531	4.477092725
Pfoe6	foetida	D	15	21	7	-6.215743792	9.707174406
Pfoe6	foetida	D	16	21	6	-1.666971371	7.148508162
Pfoe6	foetida	D	17	21	5	-3.230506267	5.785796099
Pfoe6	foetida	D	18	21	4	-1.886409899	7.110220169
Pfoe6	foetida	D	19	21	3	-1.53222015	4.960309587
Pfoe6	foetida	D	2	21	20	-9.007404233	3.514607308
Pfoe6	foetida	D	3	21	19	-7.679465708	9.741497065
Pfoe6	foetida	D	4	21	18	-8.029871868	6.591564414
Pfoe6	foetida	D	5	21	17	-8.357283879	5.714817799
Pfoe6	foetida	D	6	21	16	-7.451700817	6.698930794
Pfoe6	foetida	D	7	21	15	-7.676480101	9.791470264
Pfoe6	foetida	D	8	21	14	-7.828981106	8.733557982
Pfoe6	foetida	D	9	21	13	-8.124786977	4.501612298
Pgal1	galbana	G	1	15	15	17.49501266	16.17824213
Pgal1	galbana	G	10	15	6	7.88158933	12.87424273
Pgal1	galbana	G	11	15	5	8.954195969	12.72885434
Pgal1	galbana	G	12	15	4	13.43207643	3.716228258
Pgal1	galbana	G	13	15	3	6.315150808	8.215609011
Pgal1	galbana	G	14	15	2	3.56814611	20.10153797
Pgal1	galbana	G	15	15	1	14.15865027	-3.790513873
Pgal1	galbana	G	2	15	14	25.3748465	12.42356905
Pgal1	galbana	G	3	15	13	25.79427482	12.34486647
Pgal1	galbana	G	4	15	12	11.29909536	19.56214527
Pgal1	galbana	G	5	15	11	28.78108718	14.30929164
Pgal1	galbana	G	6	15	10	16.88839727	22.58497331
Pgal1	galbana	G	7	15	9	16.1097249	16.8281748
Pgal1	galbana	G	8	15	8	22.12970474	16.84915686
Pgal1	galbana	G	9	15	7	5.866331442	19.17447347
Pgal2	galbana	G	1	17	17	29.30563548	15.34846144
Pgal2	galbana	G	10	17	8	16.59616157	9.876158822
Pgal2	galbana	G	11	17	7	5.887267084	18.56265118
Pgal2	galbana	G	12	17	6	16.33904819	-3.841759944
Pgal2	galbana	G	13	17	5	20.06085925	-1.499931153
Pgal2	galbana	G	14	17	4	3.854910956	26.5550559
Pgal2	galbana	G	15	17	3	6.92816132	26.76579126
Pgal2	galbana	G	16	17	2	9.242559995	14.1201437
Pgal2	galbana	G	17	17	1	8.963630233	12.54577602
Pgal2	galbana	G	2	17	16	7.014640031	23.23890709
Pgal2	galbana	G	3	17	15	23.22195577	10.15187585
Pgal2	galbana	G	4	17	14	2.690678283	21.57123774
Pgal2	galbana	G	5	17	13	2.409963783	21.39005382
Pgal2	galbana	G	6	17	12	4.141006118	21.53654144
Pgal2	galbana	G	7	17	11	14.91476954	7.891831756
Pgal2	galbana	G	8	17	10	21.7237087	18.96664632
Pgal2	galbana	G	9	17	9	14.8826745	8.849188297
Pgal3	galbana	G	1	15	15	9.510892322	23.40102825
Pgal3	galbana	G	10	15	6	7.272563222	12.5103805
Pgal3	galbana	G	11	15	5	5.600872564	9.303887661
Pgal3	galbana	G	12	15	4	3.399602498	8.157937252
Pgal3	galbana	G	13	15	3	8.455183476	5.364198249
Pgal3	galbana	G	14	15	2	5.023920115	27.79302669
Pgal3	galbana	G	15	15	1	3.05095046	5.06450869
Pgal3	galbana	G	2	15	14	26.26713314	11.9212912
Pgal3	galbana	G	3	15	13	15.53136778	7.021742118
Pgal3	galbana	G	4	15	12	21.77448059	18.23686456
Pgal3	galbana	G	5	15	11	29.10773688	0.81788548
Pgal3	galbana	G	6	15	10	20.39171299	17.82285983
Pgal3	galbana	G	7	15	9	25.29898257	5.379529296
Pgal3	galbana	G	8	15	8	17.5695486	5.49443243
Pgal3	galbana	G	9	15	7	13.87813021	4.202031707
Pgal4	galbana	G	1	17	17	27.68831786	14.28868418
Pgal4	galbana	G	10	17	8	28.69056666	13.81496528
Pgal4	galbana	G	11	17	7	13.7201945	4.060932885
Pgal4	galbana	G	12	17	6	7.271937965	12.56288358
Pgal4	galbana	G	13	17	5	5.580088507	9.289479231
Pgal4	galbana	G	14	17	4	3.344033543	8.169011997
Pgal4	galbana	G	15	17	3	8.469810223	5.357167413
Pgal4	galbana	G	16	17	2	5.052592513	27.82383495
Pgal4	galbana	G	17	17	1	3.047104734	4.914365103
Pgal4	galbana	G	2	17	16	27.34448589	15.59951291
Pgal4	galbana	G	3	17	15	25.48619528	13.53701419
Pgal4	galbana	G	4	17	14	25.47316774	12.05694123
Pgal4	galbana	G	5	17	13	29.11381513	16.82731452
Pgal4	galbana	G	6	17	12	26.37317584	18.73888031
Pgal4	galbana	G	7	17	11	27.66198747	15.92898901
Pgal4	galbana	G	8	17	10	28.59659562	16.72854765
Pgal4	galbana	G	9	17	9	22.36314509	18.73532718
Pgal5	galbana	G	1	14	14	28.60069839	15.30467198
Pgal5	galbana	G	10	14	5	26.05150115	12.27173974
Pgal5	galbana	G	11	14	4	4.993095992	18.38281515
Pgal5	galbana	G	12	14	3	0.923067025	2.925981317
Pgal5	galbana	G	13	14	2	11.29399706	9.041938799
Pgal5	galbana	G	14	14	1	4.257728241	27.49760566
Pgal5	galbana	G	2	14	13	27.2644261	15.33080701
Pgal5	galbana	G	3	14	12	29.00131238	15.34980432
Pgal5	galbana	G	4	14	11	29.10080367	15.6848589
Pgal5	galbana	G	5	14	10	29.16539187	15.69919229
Pgal5	galbana	G	6	14	9	28.86487885	14.89419413
Pgal5	galbana	G	7	14	8	27.73792732	15.49701285
Pgal5	galbana	G	8	14	7	23.1094957	17.33123804
Pgal5	galbana	G	9	14	6	28.44126555	15.48541148
Pgal6	galbana	G	1	16	16	10.72432217	26.43492155
Pgal6	galbana	G	10	16	7	10.10663947	26.54106576
Pgal6	galbana	G	11	16	6	10.23858381	26.72097778
Pgal6	galbana	G	12	16	5	11.80094392	14.37271234
Pgal6	galbana	G	13	16	4	8.730549818	28.23050249
Pgal6	galbana	G	14	16	3	8.985911375	27.59618392
Pgal6	galbana	G	15	16	2	9.246844963	27.60159784
Pgal6	galbana	G	16	16	1	8.818941717	26.81255678
Pgal6	galbana	G	2	16	15	8.296463624	25.93554469
Pgal6	galbana	G	3	16	14	11.15834723	26.78360366
Pgal6	galbana	G	4	16	13	7.94406116	25.96750386
Pgal6	galbana	G	5	16	12	9.474100972	26.11625175
Pgal6	galbana	G	6	16	11	12.19788469	15.70165399
Pgal6	galbana	G	7	16	10	10.08603733	26.74698269
Pgal6	galbana	G	8	16	9	10.63566453	26.42696257
Pgal6	galbana	G	9	16	8	7.959724982	26.04173048
Pgal7	galbana	G	1	15	15	9.450801628	25.86053505
Pgal7	galbana	G	10	15	6	18.78392863	16.46550176
Pgal7	galbana	G	11	15	5	17.59362261	7.380648686
Pgal7	galbana	G	12	15	4	9.887528458	26.87814608
Pgal7	galbana	G	13	15	3	8.796977678	27.90126168
Pgal7	galbana	G	14	15	2	6.932926463	25.68300843
Pgal7	galbana	G	15	15	1	9.655959585	26.86646639
Pgal7	galbana	G	2	15	14	23.3965462	10.04337913
Pgal7	galbana	G	3	15	13	25.27238812	11.77811454
Pgal7	galbana	G	4	15	12	15.63268844	16.51860087
Pgal7	galbana	G	5	15	11	21.79819711	16.89419229
Pgal7	galbana	G	6	15	10	23.60111851	8.609027857
Pgal7	galbana	G	7	15	9	18.75638778	16.51593507
Pgal7	galbana	G	8	15	8	25.1095965	12.23134209
Pgal7	galbana	G	9	15	7	21.54136176	16.85695588
Pgib1	gibertii	C	1	15	15	-29.17203985	8.837317298
Pgib1	gibertii	C	10	15	6	-21.39164817	4.660308857
Pgib1	gibertii	C	11	15	5	-26.10506346	5.859707651
Pgib1	gibertii	C	12	15	4	-27.34406885	2.959167887
Pgib1	gibertii	C	13	15	3	-31.45449882	4.017628093
Pgib1	gibertii	C	14	15	2	-15.24934718	6.661176131
Pgib1	gibertii	C	15	15	1	-7.620956941	-1.007627821
Pgib1	gibertii	C	2	15	14	-22.17398246	14.27533539
Pgib1	gibertii	C	3	15	13	-27.85337527	10.78753968
Pgib1	gibertii	C	4	15	12	-27.80361824	10.2130493
Pgib1	gibertii	C	5	15	11	-28.81253856	9.70855648
Pgib1	gibertii	C	6	15	10	-27.65839047	10.50894163
Pgib1	gibertii	C	7	15	9	-29.19051248	8.734101206
Pgib1	gibertii	C	8	15	8	-27.91031839	10.85858108
Pgib1	gibertii	C	9	15	7	-30.33693633	5.692872318
Pgib2	gibertii	C	1	15	15	-33.63030318	8.533245267
Pgib2	gibertii	C	10	15	6	-23.30362068	0.693351124
Pgib2	gibertii	C	11	15	5	-25.14232571	6.600801833
Pgib2	gibertii	C	12	15	4	-25.95130906	8.160757829
Pgib2	gibertii	C	13	15	3	-29.25644762	3.931697583
Pgib2	gibertii	C	14	15	2	-33.27575831	4.056476819
Pgib2	gibertii	C	15	15	1	-4.554655419	-0.76342629
Pgib2	gibertii	C	2	15	14	-27.74620072	10.41764828
Pgib2	gibertii	C	3	15	13	-27.86809626	10.55339465
Pgib2	gibertii	C	4	15	12	-27.74202073	10.26165359
Pgib2	gibertii	C	5	15	11	-29.42939371	9.473971457
Pgib2	gibertii	C	6	15	10	-28.12337236	9.833211673
Pgib2	gibertii	C	7	15	9	-23.99774646	15.92644106
Pgib2	gibertii	C	8	15	8	-27.88053811	10.04231101
Pgib2	gibertii	C	9	15	7	-26.01693253	6.159002437
Pgib3	gibertii	C	1	16	16	-25.4121342	17.40546899
Pgib3	gibertii	C	10	16	7	-24.70612084	2.054358995
Pgib3	gibertii	C	11	16	6	-30.49525981	4.109362918
Pgib3	gibertii	C	12	16	5	-26.563175	7.041105024
Pgib3	gibertii	C	13	16	4	-33.12726788	4.114072046
Pgib3	gibertii	C	14	16	3	-9.300524899	13.04565386
Pgib3	gibertii	C	15	16	2	-2.277099326	14.37402369
Pgib3	gibertii	C	16	16	1	37.54699847	16.55968299
Pgib3	gibertii	C	2	16	15	-29.06332705	10.56725133
Pgib3	gibertii	C	3	16	14	-29.10097617	9.470424618
Pgib3	gibertii	C	4	16	13	-29.24010308	9.774947117
Pgib3	gibertii	C	5	16	12	-33.46022269	8.779193883
Pgib3	gibertii	C	6	16	11	-28.993539	10.49410942
Pgib3	gibertii	C	7	16	10	-30.29311744	6.505209643
Pgib3	gibertii	C	8	16	9	-29.211979	8.593627313
Pgib3	gibertii	C	9	16	8	-25.79939304	6.882345544
Pgib4	gibertii	C	1	18	18	-33.32113715	12.48750708
Pgib4	gibertii	C	10	18	9	-30.46849099	5.927945018
Pgib4	gibertii	C	11	18	8	-29.60380948	7.855951157
Pgib4	gibertii	C	12	18	7	-26.90170162	0.094428208
Pgib4	gibertii	C	2	18	17	-24.8511757	16.79192959
Pgib4	gibertii	C	3	18	16	-24.97550156	16.89907751
Pgib4	gibertii	C	4	18	15	-33.37298228	8.821610554
Pgib4	gibertii	C	5	18	14	-24.82847893	16.85395067
Pgib4	gibertii	C	6	18	13	-24.81622701	16.82555685
Pgib4	gibertii	C	7	18	12	-33.58638964	9.281210773
Pgib4	gibertii	C	8	18	11	-24.79250075	16.43022632
Pgib4	gibertii	C	9	18	10	-33.58645974	9.414457563
Pgib5	gibertii	C	1	17	17	-22.66223267	13.06321522
Pgib5	gibertii	C	10	17	8	-26.23995655	6.370253428
Pgib5	gibertii	C	11	17	7	-21.20753062	4.759963203
Pgib5	gibertii	C	12	17	6	-30.4473478	5.811536242
Pgib5	gibertii	C	13	17	5	-26.63435967	8.888752012
Pgib5	gibertii	C	14	17	4	-27.01864074	1.101613242
Pgib5	gibertii	C	2	17	16	-32.89252206	7.874688888
Pgib5	gibertii	C	3	17	15	-24.83162515	16.81599727
Pgib5	gibertii	C	4	17	14	-24.72604592	16.82124166
Pgib5	gibertii	C	5	17	13	-33.55696989	9.355823631
Pgib5	gibertii	C	6	17	12	-30.08497204	10.38345602
Pgib5	gibertii	C	7	17	11	-29.03976707	9.229728009
Pgib5	gibertii	C	8	17	10	-28.12582516	11.04395172
Pgib5	gibertii	C	9	17	9	-34.64763353	10.07253765
Pgra1	gracilis	D	10	18	9	-6.057615884	-14.76649879
Pgra1	gracilis	D	11	18	8	-4.928178488	-13.54937373
Pgra1	gracilis	D	12	18	7	-6.479604708	-15.51042578
Pgra1	gracilis	D	13	18	6	-6.508209252	-15.61771351
Pgra1	gracilis	D	14	18	5	-4.473296266	-14.43710218
Pgra1	gracilis	D	15	18	4	-2.517107553	-16.22134517
Pgra1	gracilis	D	16	18	3	8.891568718	-5.81403928
Pgra1	gracilis	D	17	18	2	-2.226041002	-15.7515923
Pgra1	gracilis	D	18	18	1	-1.243488719	-7.137125845
Pgra1	gracilis	D	2	18	17	-7.290763801	-13.81862783
Pgra1	gracilis	D	3	18	16	-7.697648802	-13.34465261
Pgra1	gracilis	D	4	18	15	-6.241606834	-13.96903878
Pgra1	gracilis	D	5	18	14	-5.595849179	-14.68280554
Pgra1	gracilis	D	6	18	13	-6.212299105	-14.07998421
Pgra1	gracilis	D	7	18	12	-6.541120455	-14.64930036
Pgra1	gracilis	D	8	18	11	-6.473638561	-15.27503592
Pgra1	gracilis	D	9	18	10	-6.124391447	-15.07370702
Pgra2	gracilis	D	1	19	19	-7.470089421	-13.64161052
Pgra2	gracilis	D	10	19	10	-5.5816815	-11.40535761
Pgra2	gracilis	D	11	19	9	-6.135658393	-10.54891081
Pgra2	gracilis	D	12	19	8	-6.811692332	-15.24537338
Pgra2	gracilis	D	13	19	7	-7.350195189	-15.9245216
Pgra2	gracilis	D	14	19	6	-4.503756102	-15.89303188
Pgra2	gracilis	D	15	19	5	-4.599900609	-15.76474287
Pgra2	gracilis	D	16	19	4	-8.811824516	-15.13299135
Pgra2	gracilis	D	17	19	3	23.50159427	-11.51277812
Pgra2	gracilis	D	18	19	2	-2.425972109	-15.81215496
Pgra2	gracilis	D	19	19	1	-2.818643975	-14.47188019
Pgra2	gracilis	D	2	19	18	-8.08448276	-13.45925937
Pgra2	gracilis	D	3	19	17	4.173886796	-17.98112693
Pgra2	gracilis	D	4	19	16	-7.742265038	-13.27958578
Pgra2	gracilis	D	5	19	15	-5.186757962	-14.8205553
Pgra2	gracilis	D	6	19	14	-5.301805259	-14.74283681
Pgra2	gracilis	D	7	19	13	-7.265530056	-13.85219809
Pgra2	gracilis	D	8	19	12	-6.294187313	-14.69895843
Pgra2	gracilis	D	9	19	11	-6.531721374	-15.15401307
Phat1	hatschbachii	C	1	11	11	-28.65112072	17.12007037
Phat1	hatschbachii	C	10	11	2	-24.83788754	2.466515073
Phat1	hatschbachii	C	11	11	1	-21.23627602	-3.720139974
Phat1	hatschbachii	C	2	11	10	-29.63620396	18.06813554
Phat1	hatschbachii	C	3	11	9	-26.12714381	18.95036237
Phat1	hatschbachii	C	4	11	8	-34.14379181	15.59367465
Phat1	hatschbachii	C	5	11	7	-29.83653364	18.24649409
Phat1	hatschbachii	C	6	11	6	-29.51231551	18.39540819
Phat1	hatschbachii	C	7	11	5	-30.87589875	13.90296707
Phat1	hatschbachii	C	8	11	4	-27.2276842	14.7849248
Phat1	hatschbachii	C	9	11	3	-29.3633709	3.242498162
Phat2	hatschbachii	C	1	11	11	-32.21099226	14.77824414
Phat2	hatschbachii	C	10	11	2	-15.59045457	6.365582574
Phat2	hatschbachii	C	11	11	1	-16.73930346	-5.186605025
Phat2	hatschbachii	C	2	11	10	-31.75387995	14.94500781
Phat2	hatschbachii	C	3	11	9	-30.67172294	13.54483845
Phat2	hatschbachii	C	4	11	8	-29.79179765	18.57548662
Phat2	hatschbachii	C	5	11	7	-33.84443905	15.39126849
Phat2	hatschbachii	C	6	11	6	-32.118851	12.04069549
Phat2	hatschbachii	C	7	11	5	-25.82202811	15.09485603
Phat2	hatschbachii	C	8	11	4	-28.09182271	15.40383326
Phat2	hatschbachii	C	9	11	3	-19.15279973	13.74263689
Phat3	hatschbachii	C	1	13	13	-30.48310786	18.43470292
Phat3	hatschbachii	C	10	13	4	-34.40775624	6.815302809
Phat3	hatschbachii	C	12	13	2	-20.26197526	12.61276803
Phat3	hatschbachii	C	13	13	1	-13.18506741	9.636723473
Phat3	hatschbachii	C	2	13	12	-33.4865398	15.50062477
Phat3	hatschbachii	C	3	13	11	-29.82481595	17.22942684
Phat3	hatschbachii	C	4	13	10	-30.14434833	17.99557345
Phat3	hatschbachii	C	5	13	9	-30.59153983	13.89502317
Phat3	hatschbachii	C	6	13	8	-30.37250126	13.7577728
Phat3	hatschbachii	C	7	13	7	-29.69595049	15.93614002
Phat3	hatschbachii	C	8	13	6	-28.22362565	12.39238327
Phat3	hatschbachii	C	9	13	5	-17.87671449	17.96341004
Phat4	hatschbachii	C	1	10	10	-34.76462028	14.55391971
Phat4	hatschbachii	C	10	10	1	-19.67717457	-4.371295364
Phat4	hatschbachii	C	2	10	9	-33.6041476	16.08516973
Phat4	hatschbachii	C	3	10	8	-33.82374407	9.649896696
Phat4	hatschbachii	C	4	10	7	-33.15205868	15.32855579
Phat4	hatschbachii	C	5	10	6	-33.64851307	14.09167721
Phat4	hatschbachii	C	6	10	5	-32.04943941	17.44478255
Phat4	hatschbachii	C	7	10	4	-33.87702165	15.47966364
Phat4	hatschbachii	C	8	10	3	-32.57350724	16.16094705
Phat4	hatschbachii	C	9	10	2	-20.01212441	12.33180188
Phat5	hatschbachii	C	1	12	12	-29.91938958	18.29193905
Phat5	hatschbachii	C	10	12	3	12.91755303	9.64701865
Phat5	hatschbachii	C	11	12	2	-0.399244282	19.06080975
Phat5	hatschbachii	C	12	12	1	9.342421346	15.14933862
Phat5	hatschbachii	C	2	12	11	-32.43211884	15.56957272
Phat5	hatschbachii	C	3	12	10	-29.0630717	16.94901051
Phat5	hatschbachii	C	4	12	9	-25.78682247	17.68537045
Phat5	hatschbachii	C	5	12	8	-31.52094181	10.97231913
Phat5	hatschbachii	C	6	12	7	-33.45467568	13.92418815
Phat5	hatschbachii	C	7	12	6	-30.48328909	15.97282302
Phat5	hatschbachii	C	8	12	5	-33.67997206	17.90164976
Phat5	hatschbachii	C	9	12	4	-29.48976972	3.179747582
Phat6	hatschbachii	C	1	10	10	-28.90639245	17.60503029
Phat6	hatschbachii	C	10	10	1	-13.05752031	-12.76242342
Phat6	hatschbachii	C	2	10	9	-32.91183834	15.35039415
Phat6	hatschbachii	C	3	10	8	-25.77239457	17.84179551
Phat6	hatschbachii	C	4	10	7	-33.17030985	13.64062803
Phat6	hatschbachii	C	5	10	6	-29.19755811	15.88438445
Phat6	hatschbachii	C	6	10	5	-33.39322807	15.60218109
Phat6	hatschbachii	C	7	10	4	-25.85566958	19.03728728
Phat6	hatschbachii	C	8	10	3	-20.27182946	-4.112385163
Phat6	hatschbachii	C	9	10	2	-12.88285336	2.474368366
Phat7	hatschbachii	C	1	15	15	-28.61067428	17.88794162
